Object|Type|Class|Appears_in
anno recapitulationis Dionysii , id est , ab incarnatione domini nostri Jhesu Christi sexcentesimo septuagesimo sexto , indictione quarta , mense Novembris . viiio idus Novembris .|Anno Dionysii|Dating clause|https://aschart.kcl.ac.uk/charters/s0051.html
Anno recapitulationis Dionisi . id est ab incarnatione Christi sexcentessimo . octuagessimo indictione sexta revoluta .|Anno Dionysii|Dating clause|https://aschart.kcl.ac.uk/charters/s0052.html
anno ab incarnatione Christi .dcv., indictione .vi|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0002.html
anno ab incarnatione Christi .dcv., indictione .vi.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0003.html
Actum est autem anno ab incarnatione saluatoris nostri Iesu Christi sexcentesimo octauo decimo, indictione .iiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0006.html
anno ab incarnatione Christi .dcxci., indictione .iiii., .viii. die mensis Ianuarii, prima feria|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0010.html
Anno ab incarnatione domini . dcc . xvi . Indictione . xiii . Anno primo regni regis Æþelbaldi Merciorum .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0021.html
Anno dominicæ incarnationis . dccxli . Indictione iii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0024.html
anno incarnationis Domini .dcclxii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0025.html
Actum pridie idus Octobris, anno ab incarnatione Domini .dccxxvii., indictione .x.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0026.html
Actum mense Aprili . indictione . vi . anno ab incarnatione Christi . dccxxxviii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0027.html
Anno ab incarnatione Christi . dcclxii . indictione . xv|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0030.html
Actum indictione . xv . anno dominice incarnationis . dcclxii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0032.html
Actum anno dominicae incarnationis . dcclxxviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0035.html
Actum anno ab incarnatione Christi . dcclxxix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0036.html
Anno dominicæ incarnationis . dcc . lxxxiiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0038.html
Anno Incarnationis Dominicae . dcccv . nostri regni concessi a Deo . v . Indictione xiiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0039.html
Anno ab incarnatione domini nostri Jhesu Christi dcccovo indictione xiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0040.html
[Scripta est autem hec cartula anno] ab incarnatione Domini .dcclxxv., indiction[e .ii.]|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0043.html
Scripta est hec cartula anno ab incarnatione Christi .dcxciido.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0045.html
Scripta est hec cartula anno ab incarnatione Domini .dcclxii., indictione .iii., mensis Augusti die .iii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0048.html
Acta est hec cartula anno ab incarnatione Domini nostri Iesu Christi .dcclxxmo.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0049.html
Hæc carta scripta est anno dominicæ incarnationis .dcco. vio. Indictione . iiiia.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0054.html
in mense februarii indictione xiia . anno vero ab incarnatione Christi . dccoloviii[i] .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0056.html
Gesta sunt hæc anno dominicæ incarnationis dcco . lvio . regni Offan regis Merciorum iiius . annus .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0057.html
Conscripta est autem hæc donatio anno ab incarnatione domini nostri Jhesu Christi . dcc . lxvii . indictione vi . lunari . v .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0058.html
Conscripta est [autem hæc donatio anno ab] incarnatione domini nostri Jhesu Christi . dcc . lxx . Indictione viiii . decenovi . xi . Lun' . viii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0059.html
Conscripta est autem hæc donatio anno ab incarnatione domini nostri Jhesu Christi . dcclxx . indictione . viiii . decennovenal' . xi . . lun . viii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0060.html
hæc kartala scripta Anno ab incarnatione domini nostri dcc . iiii . indictione . ii . tertia decima die mensis Junii quod est idus Junii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0065.html
Anno dominicæ incarnationis . dclxxxv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0066.html
Acta est autem hæc donatio anno ab incarnatione domini . d.c.xxiiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0067.html
Sancitum est hoc privilegium Anno dominicæ Incarnationis Sexcentesimo . Sexagesimo quarto . Uulferi Regis septimo . Deusdedit Nono . quod nullius insana et punienda cupiditas violet.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0068.html
anno dominicæ incarnationis sexcentesimo septuagesimo primo|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0070.html
Scripta est autem hæc cyrographi cartula , anno ab incarnatione domini . dclxxx . Indictione . ix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0071.html
anno domini . dc. lxxx . meique regni . vi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0072.html
Scripta est autem hæc cirographi cartula anno ab incarnatione domini .dclxxxi. , indictione .ix.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0073.html
dclxxxii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0074.html
Hec autem acta est anno ab incarnatione domini nostri Jhesu Christi . dc.xc.ii . coram his testibus infrascriptis .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0075.html
Anno dominicæ incarnationis dcc oviii o.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0078.html
Acta sunt haec anno dominicæ incarnationis . dcc . ix indictione . iiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0079.html
anno dominicæ incarnationis . dcc o. iii o.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0080.html
anno dominicæ incarnationis .dccix.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0080.html
Acta sunt h?c anno dominicæ incarnationis . dcco. xo.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0081.html
Scripta est autem hæc donatio mea anno dominicæ incarnationis . dcc o . xvi o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0083.html
Acta est autem hec donatio. anno incarnationis Christi . dcc.xviii . indictione . x .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0084.html
Actum autem hoc meæ concessionis donum anno dominicæ incarnationis . dcc . xviii . indictionis . x .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0085.html
Scripta est autem hæc cartula anno ab incarnatione domini nostri Jhesu Christi septincentissimo tricessimo . ui indictione quarta .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0089.html
An . dccxlii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0090.html
anno vero dominicæ incarnationis dccxlii . Indictione . x . et regni Æðelbaldi regis Merciorum . xxvii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0090.html
Actum mense Maio in ciuitate Lundonia, indiccione .xiiii., anno ab incarnacione Christi .dccxlviii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0091.html
Huius scedulæ scriptio dominicæ incarnationis anno . dccxlviiii . indictione secunda in loco celebre cujus vocabulum est Godmundeslaech . xxxiii . anno Ædelbaldi regis peracta est|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0092.html
Peracta est autem hæc donatio in mense Februario . indictione xii . anno vero ab incarnatione Christi dcclviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0104.html
anno dominice incarnationis . dcclxiiii . indictione . ii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0105.html
Anno ab incarnacione domini nostri Jhesu Christi . dcc . lxxii . Indictione . x . mensis Augusti . die . xv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0108.html
anno ab incarnatione Christi indictione 13tia|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0109.html
anno dominicæ incarnationis . dcc . lxxiiii|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0110.html
Anno dominicæ Incarnationis . dcclxxiiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0111.html
Christi anno dominicæ incarnationis . dcclxx moiiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0111.html
anno dominicæ incarnationis .dcclxxvii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0112.html
Scriptum est hoc anno ab incarnatione Christi .dcclxxviii. Indictione .xv. anno decen . xviii . lun. .xv.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0113.html
Conscribta est 'autem' hæc munificentia piissimi regis Offan anno ab incarnatione Christi . dcclxxviiii . Indictione secunda . anno decennovenali primo . lunari . xvii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0114.html
Conscripta est hæc cartula anno ab incarnatione Christi . dcclxxviiii . indictione secunda . anno decennovennali primo . lunari . xvii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0115.html
anno incarnationis Christi . dcc o . lxxx o. indictione tertia . die quo passio sancti Mauricii a fidelibus cælebrati .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0116.html
Anno autem dominicæ incarnationis . dcc o . xxx o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0117.html
Anno autem dominicæ incarnationis .dcc o . lxxx o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0117.html
Anno incarnationis dominicæ . dcc . lxxx . indictione . iii . regni mei anno . xx . iii . mense Septembri . die quo passio Thebaidæ legionis a fidelibus Dei famulis celebratur .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0118.html
Anno ab incarnatione eiusdem DCClxxx primo|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0119.html
anno ab incarnatione Christi . dcclxxxi . indictione quarta die natali sancti Stephani martyris .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0120.html
Secundo die nativitatis domini . in die festivitatis beati Stephani martiris concedendo donavi . firmamque perpetualiter munio ; Anno ab incarnatione Christi . dcclxxxi . indictione quarta .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0121.html
Anno ab incarnatione domini . dcc . lxxxiiii o . et regni mei . xxvii o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0122.html
Actum anno dominicae incarnationis . dcclxxxv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0123.html
Anno dominicæ incarnationis . dcclxxxv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0124.html
Anno dominicæ incarnationis . d . cc . lxxxvi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0125.html
dcc . lxxx . vi . anno dominicæ ac salutiferæ incarnationis .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0126.html
fif hundred wintra 7 nigan 7 hundeahtatig wintra fram Cristes gebyrtide . Offa kyning on þam an and þrittigan geare his kynedomes|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0126.html
Anno Incarnacionis Christi . d occ o lxxx o . septimo .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0127.html
anno . . . . . . . . . dcclxxxviii|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0128.html
Actum anno dominice incarnationis . dcclxxxviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0129.html
Actum anno dominicae incarnationis . dcclxxxix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0130.html
Actum anno dominice incarnationis . dcclxxxix . indictione . xii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0131.html
Anno dcc oxc o.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0132.html
dccxc . anno dominicæ incarnationis|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0132.html
Anno dominicæ incarnationis . dcc . xc. Indictione xiii . Anno namque regni mei . xxxiii . cum his testibus , secundo die pascæ, pridiae idus Aprilis|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0133.html
anno dominicæ incarnacionis .dccxciii. indiccione .iii. anno vero Offan regis Merciorum .xxxvi.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0136.html
Anno [ab] incarnatione Christi . dcc . xc o . iiii . regni Offani . xxxvii o . anno .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0137.html
anno dominicæ incarnacionis .dccxcv. Indictione .v. et regni Offanis .xxxv. sub .iiii. nonas Maias .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0138.html
Et actum est anno ab incarnacione Christi . dcc . xc . vi . indictione . iiii a .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0149.html
Anno dominice incarnacionis septingentesimo nonagesimo sexto . indiccione quarta . primo vero anno regni nostri|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0150.html
anno dominice incarnacionis . dcc . xcvi . indiccione . iiii . primo autem anno regni nobis|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0151.html
anno dominice incarnationis . dcc . xc o . viiii a . indictione . vii a .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0154.html
Anno dominicæ incarnationis . dcc . xcix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0155.html
anno dominicae incarnationis . dcc o. xc o. viiii o. in vicu regio æt Tome worðige . qui est tertius annus inperii nostri indictio[ne] . vero . vii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0155.html
Anno dominice incarnacionis .dccci., regni uero Coenuulfi regis Merciorum anno .v.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0158.html
Actum est anno aduentus Domini .dccciiii., indictione .xii. et regni regis Coeneuulfi anno .viii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0159.html
Anno vero dominicæ incarnationi . dccc oviii o . indict' . xv a . et regni mei a Deo concessi . xii o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0163.html
Anno dominice incarnacionis . dccc o . x o. Indictione . iii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0164.html
anno dominice incarnacionis . dccc o. viiii . Indictione . ii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0164.html
anno dominicae incarnationis . dccc axi a . indictione . iiii a .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0165.html
Anno dominice incarnationis .dcccxi., Cenulfi uero regis Merciorum anno .xix.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0166.html
Anno vero incarnationis ejusdem salvatoris mundi domini nostri Jhesu Christi . dccc o . xi o . indictione autem . iiii . Imperii vero nostri a Deo dato anno . xvi . die . vero . v . Id . Nov .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0167.html
Anno autem incarnationis ejusdem domini salvatoris mundi Jhesu Christi . dccc o . xi o . indictione vero . iiii a . Porro quoque imperii piissimi regis Merciorum Coenu'u'lfi anno . xv o . praesulatus etiam Uulfredi archipontificis anno. vi o . prima kalendarum die augustarum|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0168.html
Anno quoque incarnationis Dei et salvatoris mundi . dccc o . xii o . indictione . v . Regni quoque gloriosissimi Merciorum regis Coenuulfi anno . xvi o . Præsulatus etiam anno Uulfredi archiepiscopi . vii o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0169.html
Actum est anno dominicæ incarnationis . dccc o . xii . Indictione . v . In vico regis Lundon' . die . ii . kl' . Novembr' .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0170.html
anno dominicæ incarnationis . dccc mo . xiiii to . indictione . vii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0171.html
Anno .dccc.xiiii. indictione .vii. in vico celeberrimo qui vocatur Tomoworðig . die . vii o . kl' Januarii . regni autem nostri a Deo concessi .xviii. anno .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0172.html
anno dominice incarnationis dcccxiiii . regni vero nostri a Deo concessi xviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0173.html
anno . dcccxiiii . indictione . vii a . die . vii . Kalendas Januarii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0174.html
Anno dominice incarnationis . dccc . xv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0175.html
anno dominice incarnationis . dccc o. xiiii o. indictione . vi a .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0175.html
anno dominicæ incarnationis . dccc . xiiii o . indictione . vi a .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0176.html
anno dominicae incarnationis . dccc oxiiii o . indictione . vii a|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0177.html
anno dominicæ incarnationis . dccc o . xv o . Indictione . vii a . regni siquidem nostri . xviiii o . anno . In vico regis qui dicitur Uuicbold . die . xiiii o . Kl' apriles .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0178.html
anno dominicæ incarnationis . dccc . xvi . indictione nona ; regni vero nostri a Deo concessi . xx o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0179.html
anno dominice incarnationis dcccxvi indictione namque nona regni vero nostri a Deo concessi xx o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0180.html
anno dominicæ incarnationis . dccc . xvii . indictione namque . x . regni vero nostri a Deo concessi . xxi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0181.html
anno dominicæ incarnationis . dccc o . xvii o . indictione vero . x ma . Porro autem primo et vicesimo anno regni nostri .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0182.html
Anno uero dominice incarnationis .dcccxxi., indictione .xiiii. Ego Coenulfus rex Merciorum ab eodem Deo et Domino nostro populis et tribubus preordinatus in regem, anno imperii nostri .xxv.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0183.html
anno dominice incarnationis .dcccxxi., regni autem mei anno .xi.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0184.html
anno dominice inca[r]n[a]ti[onis] . dcccxxii . indicti[one] . xv . die vero . xv . k'l octob' .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0186.html
Anno dominice incarnationis . dccc . xxii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0186.html
anno dominice incarnationis . dccc . xxiii . indictione . i . die vero . vii . k'l Junias|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0187.html
Anno dominice incarnationis . dcccxxiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0187.html
[A]nno dominice incarnationis . dcccxxix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0188.html
anno vero dominicae incarnationis . dccc oxxx oi a. indictione . viiii o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0188.html
anno dominicae incarnationis . dccc o . xxx o . vi o , indictione vero . xiiii o regni autem nostri a Deo concessi . vii o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0190.html
anno dominice incarnationis . dcccxl . Indictione vero . iii . regni autem ejusdem Beorhtwulfi regis . ii o . anno .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0191.html
Anno autem ab incarnatione ejusdem Dei et domini nostri Jhesu Christi . dccc o . xl o . indictione . iii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0192.html
anno dominicæ incarnationis . dccc o . xli o . indictione . iiii . in die natalis domini .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0193.html
anno dominice incarnationis . dccc o . xli . indictione . iiii . in die natalis domini|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0193.html
anno dominicæ incarnationis . dccc . xli . indictione . iii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0194.html
Anno incarnationis domini nostri Jhesu Christi . dccc o . xli o . indictione . iiii a . in die natalis domini .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0195.html
in natali domini æt Tomanworðie . istis testibus confirmata . anno domini . dccc . xli . regis præfati . iii . anno . indictione vero . iii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0196.html
anno dominicæ Incarnationis . dccc o . xlv o . Indictione . viii a . in loco regali qui dicitur . Tomeuuorðig . in nativitate . domini .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0198.html
Anno dominicæ incarnationis . dcccli .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0201.html
anno ab incarnatione Christi .dccclii., indiccione quinta|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0202.html
anno dominice incarnationis. dccc . lv o . indictione . iii a .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0206.html
Anno dominicæ incarnationis . dccc o . lv o . indictione . iii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0207.html
anno dominice incarnationis . dccc o . lv o . indictione iii a .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0207.html
Anno dominici incarnatione . dccc . lvii . indictione vero . v . in loco famosa qui dicitur Tomanworðig in sancta pascha domini .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0208.html
anno dominicæ Incarnationis dccc o lxii o Indictione x a|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0209.html
anno dominicæ incarnationis octingentesimo septuagesimo secundo , indictione quinta|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0209.html
die autem in . viii . K'l agustus quo missa beati Jacobi apostoli celebratur . Anno ab incarnatione Christi . dccc . lxiiii . indictione . xii . Burhrede rege regnante . xiii . anno .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0210.html
Anno dominicæ incarnationis . dccc . lxvi . indictione . v . decima .|Anno Domini|Dating clause|http://www.aschart.kcl.ac.uk/charters/s0211.html
anno dominicæ incarnationis dccc . lxvi . indictione vero decima .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0212.html
Anno dominicæ incarnationis . dccclxix . indictione vero . ii a . Burgredi autem regis regno . xvii o .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0214.html
anno ejusdem incarnationis humane . dccclxxv . indictione . vii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0215.html
Anno dominicæ incarnationis . dccc . lxxv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0216.html
dom'c incarnat' . dccc . lxxx . indictione vero . v .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0217.html
anno dominice incarnationis dccclxxxiii, Indictione autem 1|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0218.html
Incarnationis dccc o . lxxx o . iiii . Indictione vero secunda .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0219.html
Anno autem incarnacionis ejus . dccc . lxxxviii . indiccione vero vi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0220.html
anno dominice incarnationis . dcccc oi o . in[dictione . iiii .]|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0221.html
Anno dominice incarnacionis . dccc . luna indictione . uero . iij .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0224.html
anno .dccclxviii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0225.html
anno diuine incarnationis sicut supra inuenitur, et die .v. idus Septembris|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0225.html
anno incarnacionis Christi, dclxx.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0227.html
Anno dominicæ incarnationis dclxxx .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0230.html
Indictione . i . mense Augusto . Anno ab incarnatione domini . dclxxxii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0231.html
anno ab incarnatione Domini .dclxxiii., indictione .xi., mensis Augusti die tertia.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0232.html
indictione . i ., anno ab incarnatione domini sexcentesimo octogesimo octavo, mense Augusto , quarta decima kalendarum Septembrium die|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0234.html
Anno ab incarnatione domini nostri Jhesu Christi . dc.lxxxviii . indictione . i .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0235.html
Anno ab incarnatione domini nostri Jhesu Christi . dclxxii . Indictione . x .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0237.html
Anno incarnationis salvatoris humani generis dclxiii . Indictione sexta xiiio kalendas Augusti .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0238.html
tercio nonas mensis Iulii, indictione .xii., anno ab incarnatione Christi .dclxxxvii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0239.html
anno DCXCIII incarnacionis Christi indiccione sexta iij Kal: Januarii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0240.html
anno ab incarnatione Christi .dcxcix, indictione .xii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0241.html
anno dominicæ incarnationis . dcc . i . indictione . xiiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0242.html
anno ab incarnatione Christi septingentesimo primo , indictione xma. ivta.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0243.html
anno septingenteseimo secundo incarnacionis Jhesu Christi Domini nostri xva indicione.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0244.html
viio. kalendarum Juniarum die , indictione . iida . anno ab incarnatione Christi . dciiiito .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0245.html
anno ab incarnatione domini septingentesimo quarto .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0246.html
anno ab incarnatione domini . dcc . secundo , indictione quarta mense Junio .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0247.html
indictione .iiii., mense Iunio, anno ab incarnatione Domini .d.cc.v.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0248.html
anno ab incarnacione Domini DCCoXXVo.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0249.html
anno dominicæ incarnationis . dccmo xxmo vto . indictione . iiiita .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0250.html
anno ab incarnacione Christi dcc . xxix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0253.html
Anno ejusdem redemptoris nostri . dominicæ incarnationis . dcc.xxxvii|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0254.html
